State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Punjab,Faridkot,Bhola Singh,Bhartiya Lok Seva Dal,3462,0.36,Lost
Punjab,Faridkot,Rajinder Kaur Safri,Rashtriya Janshakti Party (Secular),2138,0.22,Lost
Punjab,Faridkot,Veerpal Kaur,Samaj Adhikar Kalyan Party,1785,0.18,Lost
Punjab,Faridkot,Jaswinder Singh,Independent,4912,0.5,Lost
Punjab,Faridkot,Jagmeet Singh,Independent,2091,0.21,Lost
Punjab,Faridkot,Darshan Singh,Independent,2054,0.21,Lost
Punjab,Faridkot,Nanak Singh Chauhan,Independent,1415,0.15,Lost
Punjab,Faridkot,Badal Singh,Independent,2117,0.22,Lost
Punjab,Faridkot,NOTA,None of the Above,19246,1.97,Lost
Punjab,Fatehgarh Sahib,AMAR SINGH,Indian National Congress,411651,41.75,Lost
Punjab,Fatehgarh Sahib,DARBARA SINGH GURU,Shiromani Akali Dal,317753,32.23,Lost
Punjab,Fatehgarh Sahib,BANDEEP SINGH,Aam Aadmi Party,62881,6.38,Lost
Punjab,Fatehgarh Sahib,ASHOK KUMAR,Rashtriya Lokswaraj Party,3296,0.33,Lost
Punjab,Fatehgarh Sahib,SURJIT SINGH KANG,Bhartiya Lok Seva Dal,3469,0.35,Lost
Punjab,Fatehgarh Sahib,HARCHAND SINGH,Revolutionary Socialist Party,1733,0.18,Lost
Punjab,Fatehgarh Sahib,KAMALJEET SINGH,Democratic Party of India (Ambedkar),2387,0.24,Lost
Punjab,Fatehgarh Sahib,GURJIT SINGH,Sarvjan Sewa Party,942,0.1,Lost
Punjab,Fatehgarh Sahib,GURBACHAN SINGH,Samaj Adhikar Kalyan Party,1310,0.13,Lost
Punjab,Fatehgarh Sahib,BALWINDER KAUR,Jai Jawan Jai Kisan Party,1289,0.13,Lost
Punjab,Fatehgarh Sahib,MANWINDER SINGH GIASPURA,Lok Insaaf Party,142274,14.43,Lost
Punjab,Fatehgarh Sahib,RAM SINGH RAISAL,Ambedkarite Party of India,1939,0.2,Lost
Punjab,Fatehgarh Sahib,VINOD KUMAR,Bharat Prabhat Party,1122,0.11,Lost
Punjab,Fatehgarh Sahib,KARANDEEP SINGH,Independent,1044,0.11,Lost
Punjab,Fatehgarh Sahib,KULDEEP SINGH SAHOTA,Independent,4699,0.48,Lost
Punjab,Fatehgarh Sahib,GURCHARAN SINGH MACHHIWARA,Independent,4986,0.51,Lost
Punjab,Fatehgarh Sahib,ADVOCATE PRABHJOT SINGH,Independent,3942,0.4,Lost
Punjab,Fatehgarh Sahib,PREM SINGH MOHANPUR,Independent,2559,0.26,Lost
Punjab,Fatehgarh Sahib,BALKAR SINGH,Independent,1861,0.19,Lost
Punjab,Fatehgarh Sahib,LACHHMAN SINGH,Independent,1766,0.18,Lost
Punjab,Fatehgarh Sahib,NOTA,None of the Above,13045,1.32,Lost
Punjab,Firozpur,SUKHBIR SINGH BADAL,Shiromani Akali Dal,633427,54.05,Lost
Punjab,Firozpur,SHER SINGH GHUBAYA,Indian National Congress,434577,37.08,Lost
Punjab,Firozpur,HANS RAJ GOLDEN,Communist Party of India,26128,2.23,Lost
Punjab,Firozpur,HARJINDER SINGH KAKA SRAN,Aam Aadmi Party,31872,2.72,Lost
Punjab,Firozpur,SUNNY BAWA,Akhil Bhartiya Apna Dal,1072,0.09,Lost
Punjab,Firozpur,SUKHJIT SINGH,Bhartiya Lok Seva Dal,1626,0.14,Lost
Punjab,Firozpur,HARMANDER SINGH,Samaj Adhikar Kalyan Party,523,0.04,Lost
Punjab,Firozpur,NARESH KUMAR,Hindustan Shakti Sena,1761,0.15,Lost
Punjab,Firozpur,BALWANT SINGH KHALSA,Janral Samaj Party,1194,0.1,Lost
Punjab,Firozpur,MADAN LAL,Republican Party of India (Reformist),952,0.08,Lost
Punjab,Firozpur,SATNAM SINGH SON OF GURDEEP SINGH,Independent,750,0.06,Lost
Punjab,Firozpur,SATNAM SINGH SON OF BALWANT SINGH,Independent,909,0.08,Lost
Punjab,Firozpur,SUSHIL KUMAR,Independent,824,0.07,Lost
Punjab,Firozpur,SURJIT SINGH,Independent,1034,0.09,Lost
Punjab,Firozpur,KASHMIR SINGH,Independent,2387,0.2,Lost
Punjab,Firozpur,KULDEEP SINGH,Independent,5092,0.43,Lost
Punjab,Firozpur,JATINDER SINGH THIND,Independent,6804,0.58,Lost
Punjab,Firozpur,PARWINDER SINGH,Independent,2404,0.21,Lost
Punjab,Firozpur,PALA SINGH,Independent,964,0.08,Lost
Punjab,Firozpur,BALKAR SINGH,Independent,1411,0.12,Lost
Punjab,Firozpur,BUTA RAM GULATI,Independent,700,0.06,Lost
Punjab,Firozpur,MANOJ KUMAR,Independent,731,0.06,Lost
Punjab,Firozpur,NOTA,None of the Above,14891,1.27,Lost
Punjab,Gurdaspur,SUNNY DEOL,Bharatiya Janata Party,558719,50.61,Lost
Punjab,Gurdaspur,SUNIL JAKHAR,Indian National Congress,476260,43.14,Lost
Punjab,Gurdaspur,PETER MASIH,Aam Aadmi Party,27744,2.51,Lost
Punjab,Gurdaspur,ASHWANI KUMAR HAPPY,Communist Party of India (Marxist-Leninist) (Liberation),2469,0.22,Lost
Punjab,Gurdaspur,JASBIR SINGH,Bahujan Samaj Party (Ambedkar),801,0.07,Lost
Punjab,Gurdaspur,PRITAM SINGH BHATTI,Janral Samaj Party,1241,0.11,Lost
Punjab,Gurdaspur,MANGAL SINGH,Democratic Party of India,499,0.05,Lost
Punjab,Gurdaspur,YASH PAUL,Bahujan Mukti Party,666,0.06,Lost
Punjab,Gurdaspur,LAL CHAND KATARU CHAK,Revolutionary Marxist Party of India,15274,1.38,Lost
Punjab,Gurdaspur,AMANDEEP SINGH GHOTRA,Independent,888,0.08,Lost
Punjab,Gurdaspur,SUKRIT SHARDA,Independent,1801,0.16,Lost
Punjab,Gurdaspur,HARPREET SINGH,Independent,800,0.07,Lost
Punjab,Gurdaspur,KARAM SINGH,Independent,1065,0.1,Lost
Punjab,Gurdaspur,KASIM DEEN,Independent,3136,0.28,Lost
Punjab,Gurdaspur,PARAMPREET SINGH,Independent,2964,0.27,Lost
Punjab,Gurdaspur,NOTA,None of the Above,9560,0.87,Lost
Punjab,Hoshiarpur,SOM PARKASH,Bharatiya Janata Party,421320,42.52,Lost
Punjab,Hoshiarpur,KHUSHI RAM,Bahujan Samaj Party,128564,12.98,Lost
Punjab,Hoshiarpur,Dr. RAVJOT SINGH,Aam Aadmi Party,44914,4.53,Lost
Punjab,Hoshiarpur,Dr. RAJ KUMAR CHABBEWAL,Indian National Congress,372790,37.63,Lost
Punjab,Hoshiarpur,DHARAM PAL,Nationalist Justice Party,2902,0.29,Lost
Punjab,Hoshiarpur,PARAMJIT SINGH (FAUJI BOOTHGARH),Samaj Bhalai Morcha,2917,0.29,Lost
Punjab,Hoshiarpur,TILAK RAJ (VAID),Independent,2264,0.23,Lost
Punjab,Hoshiarpur,DAVINDER SINGH,Independent,2252,0.23,Lost
Punjab,Hoshiarpur,NOTA,None of the Above,12868,1.3,Lost
Punjab,Jalandhar,Santokh Singh Chaudhary,Indian National Congress,385712,37.85,Lost
Punjab,Jalandhar,Charanjit Singh Atwal,Shiromani Akali Dal,366221,35.94,Lost
Punjab,Jalandhar,Justice (Retd.) Jora Singh,Aam Aadmi Party,25467,2.5,Lost
Punjab,Jalandhar,Balwinder Kumar,Bahujan Samaj Party,204783,20.1,Lost
Punjab,Jalandhar,Urmilla,Ambedkar National Congress,1340,0.13,Lost
Punjab,Jalandhar,Subhash Goria,Shivsena,2470,0.24,Lost
Punjab,Jalandhar,Hari Mitter,Peoples Party of India (Democratic),1191,0.12,Lost
Punjab,Jalandhar,Gurupal Singh,Bharat Prabhat Party,500,0.05,Lost
Punjab,Jalandhar,Jagan Nath Bajwa,Hum Bhartiya Party,1430,0.14,Lost
Punjab,Jalandhar,Tara Singh Gill,Bahujan Samaj Party (Ambedkar),2463,0.24,Lost
Punjab,Jalandhar,Parkash Chand Jassal,Republican Party of India (A),684,0.07,Lost
Punjab,Jalandhar,Baljinder Sodhi,Nationalist Justice Party,845,0.08,Lost
Punjab,Jalandhar,Ramesh Lal Kala,Bahujan Mukti Party,921,0.09,Lost
Punjab,Jalandhar,Opkar Singh Bakhshi,Independent,1088,0.11,Lost
Punjab,Jalandhar,Amrish Kumar,Independent,1591,0.16,Lost
Punjab,Jalandhar,Sukhdev Singh,Independent,3154,0.31,Lost
Punjab,Jalandhar,Kashmir Singh Ghugshore,Independent,4100,0.4,Lost
Punjab,Jalandhar,Valmikacharaya Nitya Anand,Independent,1858,0.18,Lost
Punjab,Jalandhar,Neetu Shutteran Wala,Independent,856,0.08,Lost
Punjab,Jalandhar,NOTA,None of the Above,12324,1.21,Lost
Punjab,Khadoor Sahib,JASBIR SINGH GILL (DIMPA),Indian National Congress,459710,43.95,Lost
Punjab,Khadoor Sahib,BIBI JAGIR KAUR,Shiromani Akali Dal,319137,30.51,Lost
Punjab,Khadoor Sahib,MANJINDER SINGH SIDHU,Aam Aadmi Party,13656,1.31,Lost
Punjab,Khadoor Sahib,STEPHEN BHATTI,Shivsena,2239,0.21,Lost
Punjab,Khadoor Sahib,SANTOKH SINGH (SUKH),Hindustan Shakti Sena,2541,0.24,Lost
Punjab,Khadoor Sahib,SURJIT SINGH,Shiromani Lok Dal Party,984,0.09,Lost
Punjab,Khadoor Sahib,KHAJAN SINGH,Nationalist Justice Party,1456,0.14,Lost
Punjab,Khadoor Sahib,PARAMJIT KAUR KHALRA,Punjab Ekta Party,214489,20.51,Lost
Punjab,Khadoor Sahib,PARWINDER SINGH,Democratic Party of India (Ambedkar),1727,0.17,Lost
Punjab,Khadoor Sahib,PURAN SINGH SHEIKH,Bahujan Samaj Party (Ambedkar),2452,0.23,Lost
Punjab,Khadoor Sahib,ONKAR SINGH UPPAL,Independent,1161,0.11,Lost
Punjab,Khadoor Sahib,SUKHWANT SINGH CHUSLEWARH,Independent,1052,0.1,Lost
Punjab,Khadoor Sahib,SURJIT SINGH BHIKHIWIND,Independent,1215,0.12,Lost
Punjab,Khadoor Sahib,HARJIT KAUR,Independent,1341,0.13,Lost
Punjab,Khadoor Sahib,JAGIR KAUR,Independent,4311,0.41,Lost
Punjab,Khadoor Sahib,PARAMJIT SINGH,Independent,5169,0.49,Lost
Punjab,Khadoor Sahib,PARAMJIT KAUR KHAMBRA,Independent,4943,0.47,Lost
Punjab,Khadoor Sahib,PARMINDER SINGH HEERA KHALRA,Independent,2181,0.21,Lost
Punjab,Khadoor Sahib,MOHAN SINGH,Independent,1138,0.11,Lost
Punjab,Khadoor Sahib,NOTA,None of the Above,5130,0.49,Lost
Punjab,Ludhiana,BABA SUKHWINDER SINGH GILL,Nationalist Congress Party,2104,0.2,Lost
Punjab,Ludhiana,PROF. TEJ PAL SINGH GILL,Aam Aadmi Party,15945,1.52,Lost
Punjab,Ludhiana,MAHESHINDER SINGH GREWAL,Shiromani Akali Dal,299435,28.6,Lost
Punjab,Ludhiana,RAVNEET SINGH BITTU,Indian National Congress,383795,36.66,Lost
Punjab,Ludhiana,BABA AMARJIT SINGH KHALSA,Bhartiya Lok Seva Dal,3211,0.31,Lost
Punjab,Ludhiana,SIMARJEET SINGH BAINS,Lok Insaaf Party,307423,29.36,Lost
Punjab,Ludhiana,DARSHAN SINGH DABA,Jai Jawan Jai Kisan Party,1346,0.13,Lost
Punjab,Ludhiana,DALJIT SINGH,People's Party of India(secular),1597,0.15,Lost
Punjab,Ludhiana,DEVINDER BHAGRIA,Hindustan Shakti Sena,3594,0.34,Lost
Punjab,Ludhiana,DILDAR SINGH,Ambedkarite Party of India,1254,0.12,Lost
Punjab,Ludhiana,PARDEEP BAWA,Samaj Adhikar Kalyan Party,1158,0.11,Lost
Punjab,Ludhiana,DR. BRIJESH KUMAR BANGAR,Peoples Party of India (Democratic),1175,0.11,Lost
Punjab,Ludhiana,BALJIT SINGH,Bharat Prabhat Party,1640,0.16,Lost
Punjab,Ludhiana,Er. BALDEV RAJ KATNA,Nationalist Justice Party,1328,0.13,Lost
Punjab,Ludhiana,BINTU KUMAR TAANK ( B.K. TAANK),Ambedkar National Congress,1060,0.1,Lost
Punjab,Ludhiana,MOHD. NASEEM ANSARI,Rashtriya Sahara Party,1871,0.18,Lost
Punjab,Ludhiana,RAJINDER GHAI,Hindu Samaj Party,1014,0.1,Lost
Punjab,Ludhiana,VAID RAM SINGH DEAPAK,Bahujan Mukti Party,952,0.09,Lost
Punjab,Ludhiana,JASDEEP SINGH SODHI,Independent,1535,0.15,Lost
Punjab,Ludhiana,JAI PARKASH JAIN (TITU BANIYA),Independent,2726,0.26,Lost
Punjab,Ludhiana,MOHINDER SINGH,Independent,895,0.09,Lost
Punjab,Ludhiana,RAVINDER PAL SINGH (BABA JI BURGER WALE),Independent,1359,0.13,Lost
Punjab,Ludhiana,NOTA,None of the Above,10538,1.01,Lost
