State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Andhra Pradesh,Kurnool,DEVARAPOGU MADDILETY,Independent,1697,0.14,Lost
Andhra Pradesh,Kurnool,BALIJA. SHIVA KUMAR,Independent,2741,0.23,Lost
Andhra Pradesh,Kurnool,T. BEECHUPALLY,Independent,9771,0.83,Lost
Andhra Pradesh,Kurnool,P.V. SRIHARI,Independent,6551,0.55,Lost
Andhra Pradesh,Kurnool,NOTA,None of the Above,7669,0.65,Lost
Andhra Pradesh,Machilipatnam,KONAKALLA NARAYANA RAO,Telugu Desam,511295,41.18,Lost
Andhra Pradesh,Machilipatnam,GUDIVAKA RAMANJANEYULU,Bharatiya Janata Party,6462,0.52,Lost
Andhra Pradesh,Machilipatnam,GOLLU KRISHNA,Indian National Congress,12284,0.99,Lost
Andhra Pradesh,Machilipatnam,BALASHOWRY VALLABHANENI,Yuvajana Sramika Rythu Congress Party,571436,46.02,Lost
Andhra Pradesh,Machilipatnam,PERAM SIVA NAGESWARA RAO,Republican Party of India (A),3622,0.29,Lost
Andhra Pradesh,Machilipatnam,BANDREDDI RAMAKRISHNA,Janasena Party,113292,9.12,Lost
Andhra Pradesh,Machilipatnam,YARLAGADDA RAMA MOHANA RAO,Bahujan Maha Party,1017,0.08,Lost
Andhra Pradesh,Machilipatnam,VALLURU VENKATESWARA RAO,Pyramid Party of India,826,0.07,Lost
Andhra Pradesh,Machilipatnam,GANDHI DHANEKULA,Independent,846,0.07,Lost
Andhra Pradesh,Machilipatnam,NADAKUDITI NAGA GAYATHRI,Independent,773,0.06,Lost
Andhra Pradesh,Machilipatnam,GUDIVAKA VENKATA NAGA BASAVA RAO,Independent,896,0.07,Lost
Andhra Pradesh,Machilipatnam,VIJAYA LAKSHMI CHALAPAKA,Independent,4779,0.38,Lost
Andhra Pradesh,Machilipatnam,NOTA,None of the Above,14077,1.13,Lost
Andhra Pradesh,Nandyal,ADINARAYANA INTY,Bharatiya Janata Party,9066,0.7,Lost
Andhra Pradesh,Nandyal,JANGITE LAKSHMI NARASIMHA YADAV,Indian National Congress,14420,1.11,Lost
Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,720888,55.49,Lost
Andhra Pradesh,Nandyal,MANDRA SIVANANDA REDDY,Telugu Desam,470769,36.24,Lost
Andhra Pradesh,Nandyal,D. P. JAMAL BASHA.,Anna YSR Congress Party,4089,0.31,Lost
Andhra Pradesh,Nandyal,PULA. NAGAMADDILETY,Ambedkar National Congress,937,0.07,Lost
Andhra Pradesh,Nandyal,D. MAHAMMAD RAFI .,B. C. United Front,649,0.05,Lost
Andhra Pradesh,Nandyal,RUDDIREDDY RADHAKRISHNA,All India Forward Bloc,673,0.05,Lost
Andhra Pradesh,Nandyal,S.P.Y. REDDY,Janasena Party,38871,2.99,Lost
Andhra Pradesh,Nandyal,S. A. INDUMATHI,Independent,847,0.07,Lost
Andhra Pradesh,Nandyal,ELLURI. BHUPAL.,Independent,668,0.05,Lost
Andhra Pradesh,Nandyal,K.P. KAMBAGIRISWAMY.,Independent,767,0.06,Lost
Andhra Pradesh,Nandyal,JESTADI SUDHAKAR,Independent,4542,0.35,Lost
Andhra Pradesh,Nandyal,I.V. PAKKIR REDDY,Independent,3103,0.24,Lost
Andhra Pradesh,Nandyal,POLURU GURUVAIAH.,Independent,6099,0.47,Lost
Andhra Pradesh,Nandyal,BHUMA KISHOR REDDY,Independent,4852,0.37,Lost
Andhra Pradesh,Nandyal,B.C. RAMANATHA REDDY,Independent,2543,0.2,Lost
Andhra Pradesh,Nandyal,Dr. LAKSHMI KANTHA REDDY CHITLA,Independent,1429,0.11,Lost
Andhra Pradesh,Nandyal,VANGALA PARAMESWARA REDDY.,Independent,2382,0.18,Lost
Andhra Pradesh,Nandyal,C. SURENDRA NATH REDDY,Independent,1708,0.13,Lost
Andhra Pradesh,Nandyal,NOTA,None of the Above,9791,0.75,Lost
Andhra Pradesh,Narasaraopet,KANNA LAKSHMI NARAYANA,Bharatiya Janata Party,15468,1.08,Lost
Andhra Pradesh,Narasaraopet,PAKKALA SURIBABU,Indian National Congress,11032,0.77,Lost
Andhra Pradesh,Narasaraopet,RAYAPATI SAMBASIVARAO,Telugu Desam,591111,41.12,Lost
Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,Yuvajana Sramika Rythu Congress Party,745089,51.83,Lost
Andhra Pradesh,Narasaraopet,ALLU VENKATAREDDY,Pyramid Party of India,2896,0.2,Lost
Andhra Pradesh,Narasaraopet,KANAKAM SRINIVASARAO,National Nava Kranthi Party,1069,0.07,Lost
Andhra Pradesh,Narasaraopet,NAYUB KAMAL SHAIK,Janasena Party,50813,3.53,Lost
Andhra Pradesh,Narasaraopet,SURABHI DEVASAHAYAM,Indian Union Muslim League,423,0.03,Lost
Andhra Pradesh,Narasaraopet,KANTE SAYANNA,Independent,366,0.03,Lost
Andhra Pradesh,Narasaraopet,GADDALA VENU,Independent,626,0.04,Lost
Andhra Pradesh,Narasaraopet,DURGAMPUDI RAMIREDDY,Independent,2684,0.19,Lost
Andhra Pradesh,Narasaraopet,PARIMI NARASIMHA RAO,Independent,1001,0.07,Lost
Andhra Pradesh,Narasaraopet,REDDYBOINA PRASANNA KUMAR,Independent,1395,0.1,Lost
Andhra Pradesh,Narasaraopet,NOTA,None of the Above,13702,0.95,Lost
Andhra Pradesh,Narsapuram,KANUMURU BAPIRAJU,Indian National Congress,13810,1.18,Lost
Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,Yuvajana Sramika Rythu Congress Party,447594,38.11,Lost
Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,Bharatiya Janata Party,12378,1.05,Lost
Andhra Pradesh,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),Telugu Desam,415685,35.39,Lost
Andhra Pradesh,Narsapuram,YELLA VENU GOPAL RAO,Nava Samaj Party,4270,0.36,Lost
Andhra Pradesh,Narsapuram,GANJI PURNIMA,Republican Party of India (A),867,0.07,Lost
Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,Marxist Communist Party of India (United),582,0.05,Lost
Andhra Pradesh,Narsapuram,G S RAJU,Samajwadi Party,3462,0.29,Lost
Andhra Pradesh,Narsapuram,DASARI KRISHNA MURTHY,India Praja Bandhu Party,1600,0.14,Lost
Andhra Pradesh,Narsapuram,NALLAM SURYA CHANDRA RAO,Pyramid Party of India,2203,0.19,Lost
Andhra Pradesh,Narsapuram,NAGABABU KONIDELA,Janasena Party,250289,21.31,Lost
Andhra Pradesh,Narsapuram,K.A.PAUL,Praja Shanthi Party,3037,0.26,Lost
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,Independent,1273,0.11,Lost
Andhra Pradesh,Narsapuram,NALLI RAJESH,Independent,2648,0.23,Lost
Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,Independent,2677,0.23,Lost
Andhra Pradesh,Narsapuram,NOTA,None of the Above,12066,1.03,Lost
Andhra Pradesh,Nellore,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,683830,53.13,Lost
Andhra Pradesh,Nellore,Chandra Rajagopal,Communist Party of India (Marxist),18830,1.46,Lost
Andhra Pradesh,Nellore,Chevuru Devakumar Reddy,Indian National Congress,10021,0.78,Lost
Andhra Pradesh,Nellore,Beeda Masthan Rao,Telugu Desam,535259,41.59,Lost
Andhra Pradesh,Nellore,Sannapureddy Suresh Reddy,Bharatiya Janata Party,12513,0.97,Lost
Andhra Pradesh,Nellore,Chinni Venkateswarlu,Pyramid Party of India,841,0.07,Lost
Andhra Pradesh,Nellore,Shaik Mahaboob Basha (Mabu),Republican Party of India (A),1319,0.1,Lost
Andhra Pradesh,Nellore,Kankanala Penchala Naidu,Independent,668,0.05,Lost
Andhra Pradesh,Nellore,Narasapuram Prasad,Independent,2399,0.19,Lost
Andhra Pradesh,Nellore,Butti Nagaraju,Independent,1101,0.09,Lost
Andhra Pradesh,Nellore,Meda Malla Reddy,Independent,598,0.05,Lost
Andhra Pradesh,Nellore,Sukapalli Naveen,Independent,1014,0.08,Lost
Andhra Pradesh,Nellore,Dr. S. Suresh Babu,Independent,1482,0.12,Lost
Andhra Pradesh,Nellore,NOTA,None of the Above,17161,1.33,Lost
Andhra Pradesh,Ongole,THOGANTI SREENIVASULU,Bharatiya Janata Party,8229,0.61,Lost
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,Yuvajana Sramika Rythu Congress Party,739202,55.07,Lost
Andhra Pradesh,Ongole,SIDDA RAGHAVA RAO,Telugu Desam,524351,39.06,Lost
Andhra Pradesh,Ongole,DR SIRIVELLA PRASAD,Indian National Congress,8139,0.61,Lost
Andhra Pradesh,Ongole,KONDA PRAVEEN KUMAR,Navodayam Party,811,0.06,Lost
Andhra Pradesh,Ongole,BELLAMKONDA SAIBABU,Janasena Party,29379,2.19,Lost
Andhra Pradesh,Ongole,MARAM SRINIVASA REDDY,Praja Shanthi Party,3258,0.24,Lost
Andhra Pradesh,Ongole,VENKATESAN BABURAO,India Praja Bandhu Party,1073,0.08,Lost
Andhra Pradesh,Ongole,KAVURI VENU BABU NAIDU,Independent,565,0.04,Lost
Andhra Pradesh,Ongole,BILLA CHENNAIAH,Independent,673,0.05,Lost
Andhra Pradesh,Ongole,MADHU YATTAPU,Independent,1160,0.09,Lost
Andhra Pradesh,Ongole,MOHAN AYYAPPA,Independent,1451,0.11,Lost
Andhra Pradesh,Ongole,VENKATESH VEPURI,Independent,3212,0.24,Lost
Andhra Pradesh,Ongole,NOTA,None of the Above,20865,1.55,Lost
Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,Indian National Congress,12725,1.02,Lost
Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,Bharatiya Janata Party,12334,0.99,Lost
Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,Telugu Desam,460390,36.82,Lost
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,Yuvajana Sramika Rythu Congress Party,582024,46.55,Lost
Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,Janasena Party,155807,12.46,Lost
Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,Ambedkarite Party of India,1757,0.14,Lost
Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,Jana Jagruti Party,1035,0.08,Lost
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Rashtriya Praja Congress (Secular),996,0.08,Lost
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1161,0.09,Lost
Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,Independent,1242,0.1,Lost
Andhra Pradesh,Rajahmundry,KOLLAPU VENU,Independent,2869,0.23,Lost
Andhra Pradesh,Rajahmundry,NOTA,None of the Above,18087,1.45,Lost
Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,702211,57.35,Lost
Andhra Pradesh,Rajampet,M.SHAJAHAN BASHA (JAHA),Indian National Congress,21150,1.73,Lost
Andhra Pradesh,Rajampet,D A SATHYA PRABHA,Telugu Desam,433927,35.44,Lost
Andhra Pradesh,Rajampet,ASADI. VENKATADRI,Rashtriya Krantikari Samajwadi Party,3460,0.28,Lost
Andhra Pradesh,Rajampet,KARIMULLA KHAN PATTAN,Navataram Party,1135,0.09,Lost
Andhra Pradesh,Rajampet,KHADER VALI SHAIK,Indian Union Muslim League,1557,0.13,Lost
Andhra Pradesh,Rajampet,SYED MUKARRAM,Janasena Party,33986,2.78,Lost
Andhra Pradesh,Rajampet,NARESH KUMAR POOJALA,Independent,1768,0.14,Lost
Andhra Pradesh,Rajampet,PASUPULETI VENKATARAMANA ROYAL,Independent,3821,0.31,Lost
Andhra Pradesh,Rajampet,NOTA,None of the Above,21339,1.74,Lost
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,Telugu Desam,534544,46.19,Lost
Andhra Pradesh,Srikakulam,DOLA JAGAN,Indian National Congress,13745,1.19,Lost
Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,527891,45.61,Lost
Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,Bharatiya Janata Party,8390,0.72,Lost
Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,Pyramid Party of India,1448,0.13,Lost
Andhra Pradesh,Srikakulam,METTA RAMARAO,Janasena Party,31956,2.76,Lost
Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,Independent,4836,0.42,Lost
Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,Independent,5156,0.45,Lost
Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,3818,0.33,Lost
Andhra Pradesh,Srikakulam,NOTA,None of the Above,25545,2.21,Lost
Andhra Pradesh,Tirupati,Chintamohan,Indian National Congress,24039,1.83,Lost
Andhra Pradesh,Tirupati,Doctor Daggumati Sreehari Rao,Bahujan Samaj Party,20971,1.6,Lost
Andhra Pradesh,Tirupati,Panabaka Lakshmi,Telugu Desam,494501,37.65,Lost
Andhra Pradesh,Tirupati,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,722877,55.03,Lost
Andhra Pradesh,Tirupati,Bommi Srihari Rao,Bharatiya Janata Party,16125,1.23,Lost
Andhra Pradesh,Tirupati,Karra Siva (Pyramid Siva),Pyramid Party of India,1003,0.08,Lost
Andhra Pradesh,Tirupati,"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),913,0.07,Lost
Andhra Pradesh,Tirupati,Bokkam. Ramesh,Viduthalai Chiruthaigal Katchi,1195,0.09,Lost
Andhra Pradesh,Tirupati,Viruvuru Sudhakar,Vishwa Jana Party,998,0.08,Lost
Andhra Pradesh,Tirupati,M. Solomon,Andhra Rastra Praja Samithi,1563,0.12,Lost
Andhra Pradesh,Tirupati,Kattamanchi Prabhakar,Independent,1430,0.11,Lost
Andhra Pradesh,Tirupati,K.S. Munirathnam,Independent,2119,0.16,Lost
Andhra Pradesh,Tirupati,NOTA,None of the Above,25781,1.96,Lost
Andhra Pradesh,Vijayawada,KILARU DILEEP,Bharatiya Janata Party,18504,1.45,Lost
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),Telugu Desam,575498,45.04,Lost
Andhra Pradesh,Vijayawada,NARAHARISETTY. NARASIMHARAO.,Indian National Congress,16261,1.27,Lost
Andhra Pradesh,Vijayawada,POTLURI.V.PRASAD ( P V P ),Yuvajana Sramika Rythu Congress Party,566772,44.36,Lost
Andhra Pradesh,Vijayawada,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,2457,0.19,Lost
Andhra Pradesh,Vijayawada,DATLA LURDU MARY,Mundadugu Praja Party,434,0.03,Lost
Andhra Pradesh,Vijayawada,PADALA SIVA PRASAD,Navarang Congress Party,480,0.04,Lost
Andhra Pradesh,Vijayawada,Muttamsetty Prasad babu,Janasena Party,81650,6.39,Lost
Andhra Pradesh,Vijayawada,SEKHAR,Pyramid Party of India,685,0.05,Lost
Andhra Pradesh,Vijayawada,Sk. Riyaz,Indian Union Muslim League,412,0.03,Lost
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,Independent,1049,0.08,Lost
Andhra Pradesh,Vijayawada,DHANEKULA GANDHI,Independent,688,0.05,Lost
Andhra Pradesh,Vijayawada,NANDINI NALLAGHATLA,Independent,953,0.07,Lost
Andhra Pradesh,Vijayawada,BOLISETTY HARI BABU,Independent,1739,0.14,Lost
Andhra Pradesh,Vijayawada,MOHAMMAD ISHAQ,Independent,1218,0.1,Lost
Andhra Pradesh,Vijayawada,NOTA,None of the Above,8911,0.7,Lost
Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,Bharatiya Janata Party,33892,2.73,Lost
Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,Indian National Congress,14633,1.18,Lost
Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,Telugu Desam,432492,34.89,Lost
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,436906,35.24,Lost
Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,Viduthalai Chiruthaigal Katchi,3028,0.24,Lost
Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,Pyramid Party of India,1627,0.13,Lost
Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,Janasena Party,288874,23.3,Lost
Andhra Pradesh,Visakhapatnam,ANMISH VARMA,Independent,1915,0.15,Lost
Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,Independent,1384,0.11,Lost
Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,Independent,1158,0.09,Lost
Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,Independent,1128,0.09,Lost
Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,Independent,1313,0.11,Lost
Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,Independent,2464,0.2,Lost
Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,Independent,2294,0.19,Lost
Andhra Pradesh,Visakhapatnam,NOTA,None of the Above,16646,1.34,Lost
Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,Telugu Desam,530382,43.55,Lost
Andhra Pradesh,Vizianagaram,Adiraju Yedla,Indian National Congress,15725,1.29,Lost
Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,578418,47.49,Lost
Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,Bharatiya Janata Party,7266,0.6,Lost
Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,Samaanya Praja Party,4983,0.41,Lost
Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,Andhra Chaitanya Party,1263,0.1,Lost
Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,Janasena Party,34192,2.81,Lost
Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,Jana Jagruti Party,791,0.06,Lost
Andhra Pradesh,Vizianagaram,Surya Bhavani. K,Pyramid Party of India,830,0.07,Lost
Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,Independent,1010,0.08,Lost
Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,Independent,1176,0.1,Lost
Andhra Pradesh,Vizianagaram,Pentapati Rajesh,Independent,1462,0.12,Lost
Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,Independent,4553,0.37,Lost
Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,Independent,6338,0.52,Lost
Andhra Pradesh,Vizianagaram,NOTA,None of the Above,29501,2.42,Lost
Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,Indian National Congress,83935,28.57,Lost
Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,People's Party of Arunachal,22937,7.81,Lost
Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,Bharatiya Janata Party,153883,52.38,Lost
Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,Janata Dal (Secular),15958,5.43,Lost
Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,Independent,11493,3.91,Lost
Arunachal Pradesh,ARUNACHAL EAST,NOTA,None of the Above,5575,1.9,Lost
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,Bharatiya Janata Party,225796,63.02,Lost
Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,Indian National Congress,50953,14.22,Lost
Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,People's Party of Arunachal,4766,1.33,Lost
Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,Janata Dal (Secular),43919,12.26,Lost
Arunachal Pradesh,ARUNACHAL WEST,JOMIN NYOKIR KARA,All India Forward Bloc,1921,0.54,Lost
Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,National People's Party,27119,7.57,Lost
Arunachal Pradesh,ARUNACHAL WEST,RUMAK JOMOH,Independent,1946,0.54,Lost
Arunachal Pradesh,ARUNACHAL WEST,NOTA,None of the Above,1889,0.53,Lost
Assam,Autonomous District,BIREN SINGH ENGTI,Indian National Congress,141690,22.94,Lost
Assam,Autonomous District,HOREN SING BEY,Bharatiya Janata Party,381316,61.73,Lost
Assam,Autonomous District,LIENKHOCHON,National People's Party,10037,1.62,Lost
Assam,Autonomous District,HOLIRAM TERANG,Autonomous State Demand Committee,36915,5.98,Lost
Assam,Autonomous District,JONES INGTI KATHAR,Independent,39583,6.41,Lost
Assam,Autonomous District,NOTA,None of the Above,8194,1.33,Lost
Assam,Barpeta,Abdul Khaleque,Indian National Congress,645173,44.23,Lost
Assam,Barpeta,Ashahak Ali Dewan,All India Trinamool Congress,20466,1.4,Lost
Assam,Barpeta,Kumar Deepak Das,Asom Gana Parishad,504866,34.61,Lost
Assam,Barpeta,Rafiqul Islam,All India United Democratic Front,248667,17.05,Lost
Assam,Barpeta,Aroon Barooa,Purvanchal Janta Party (Secular),3618,0.25,Lost
Assam,Barpeta,Chitralekha Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2382,0.16,Lost
Assam,Barpeta,Saniara Parbin,Voters Party International,3437,0.24,Lost
Assam,Barpeta,Pranabjyoti Das Rajbonshi,National People's Party,2462,0.17,Lost
Assam,Barpeta,Bhadreswar Barman,National Republican Congress,2214,0.15,Lost
Assam,Barpeta,Matiar Rahman,The National Road Map Party of India,3973,0.27,Lost
Assam,Barpeta,Rejaul Karim,Republican Party of India (A),3350,0.23,Lost
Assam,Barpeta,Santanu Mukherjee,Bharatiya Gana Parishad,5408,0.37,Lost
Assam,Barpeta,Arfan Ali,Independent,2799,0.19,Lost
Assam,Barpeta,NOTA,None of the Above,9734,0.67,Lost
Assam,Dhubri,ABU TAHER BEPARI,Indian National Congress,492506,29.23,Lost
Assam,Dhubri,ZABED ISLAM,Asom Gana Parishad,399733,23.72,Lost
Assam,Dhubri,NURUL ISLAM CHOUDHURY,All India Trinamool Congress,12895,0.77,Lost
Assam,Dhubri,BADRUDDIN AJMAL,All India United Democratic Front,718764,42.66,Lost
Assam,Dhubri,ALAKESH ROY,Hindusthan Nirman Dal,7780,0.46,Lost
Assam,Dhubri,SURAT JAMAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4325,0.26,Lost
Assam,Dhubri,JOHIRUL ISLAM KHAN,Purvanchal Janta Party (Secular),2859,0.17,Lost
Assam,Dhubri,NRIPEN DAS,Bharatiya National Janta Dal,2072,0.12,Lost
Assam,Dhubri,MEHBUBAR RAHMAN,Republican Party of India (A),4250,0.25,Lost
Assam,Dhubri,SHAJAHAN SHEIKH,Voters Party International,5628,0.33,Lost
Assam,Dhubri,ANAMIKA SARKAR,Independent,5589,0.33,Lost
Assam,Dhubri,UTTAM KUMAR RAY,Independent,3321,0.2,Lost
Assam,Dhubri,MIR HUSSAIN SARKAR,Independent,4138,0.25,Lost
Assam,Dhubri,RUKUNUR ZAMAN,Independent,4393,0.26,Lost
Assam,Dhubri,SHUKUR ALI,Independent,7774,0.46,Lost
Assam,Dhubri,NOTA,None of the Above,8978,0.53,Lost
Assam,Dibrugarh,PABAN SINGH GHATOWAR,Indian National Congress,295017,29.04,Lost
Assam,Dibrugarh,RAMESWAR TELI,Bharatiya Janata Party,659583,64.94,Lost
Assam,Dibrugarh,DR. TITUS BHENGRA,Bahujan Mukti Party,6933,0.68,Lost
Assam,Dibrugarh,BHABEN BARUAH,National People's Party,9718,0.96,Lost
Assam,Dibrugarh,APURBA SAIKIA,Independent,3811,0.38,Lost
Assam,Dibrugarh,ISRAIL NANDA,Independent,5687,0.56,Lost
Assam,Dibrugarh,NURUL HUDA IMDADUL ISLAM SAIKIA,Independent,5599,0.55,Lost
Assam,Dibrugarh,RUBUL BURAGOHAIN,Independent,8112,0.8,Lost
Assam,Dibrugarh,NOTA,None of the Above,21288,2.1,Lost
Assam,Gauhati,QUEEN OJA,Bharatiya Janata Party,1008936,57.2,Lost
Assam,Gauhati,BOBBEETA SHARMA,Indian National Congress,663330,37.61,Lost
Assam,Gauhati,MANOJ SHARMA,All India Trinamool Congress,10141,0.57,Lost
Assam,Gauhati,AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,2351,0.13,Lost
Assam,Gauhati,SADEK ALI,Republican Party of India (A),3650,0.21,Lost
Assam,Gauhati,PANKAJ DAS,Swarna Bharat Party,4110,0.23,Lost
Assam,Gauhati,PARTHA PRATIM BARUAH,Voters Party International,2590,0.15,Lost
Assam,Gauhati,MAMONI SARMA,Purvanchal Janta Party (Secular),2456,0.14,Lost
Assam,Gauhati,RAJIB KAKATI,Hindusthan Nirman Dal,2122,0.12,Lost
Assam,Gauhati,RATUL KUMAR CHOUDHURY,Samajwadi Party,2383,0.14,Lost
Assam,Gauhati,RUBI NEOG,National Republican Congress,2064,0.12,Lost
Assam,Gauhati,ALIMUDDIN AHMED,Independent,2836,0.16,Lost
Assam,Gauhati,UPAMANYU HAZARIKA,Independent,21193,1.2,Lost
Assam,Gauhati,UTPAL BORGOHAIN,Independent,2753,0.16,Lost
Assam,Gauhati,JUNMONI DEVI KHAUND,Independent,5483,0.31,Lost
Assam,Gauhati,FARUK AHMED BHUYAN,Independent,9044,0.51,Lost
Assam,Gauhati,SHANKHA SINHA,Independent,7849,0.45,Lost
Assam,Gauhati,NOTA,None of the Above,10466,0.59,Lost
Assam,Jorhat,KANAK GOGOI,Communist Party of India,17849,1.69,Lost
Assam,Jorhat,TOPON KUMAR GOGOI,Bharatiya Janata Party,543288,51.35,Lost
Assam,Jorhat,RIBULAYA GOGOI,All India Trinamool Congress,6121,0.58,Lost
Assam,Jorhat,SUSHANTA BORGOHAIN,Indian National Congress,460635,43.54,Lost
Assam,Jorhat,KAMALA RAJ KONWAR,National People's Party,4996,0.47,Lost
Assam,Jorhat,RAJ KUMAR DUWARA,All India Forward Bloc,3438,0.32,Lost
Assam,Jorhat,ARBIN KUMAR BORUAH,Independent,3588,0.34,Lost
Assam,Jorhat,NANDITA NAG,Independent,5481,0.52,Lost
Assam,Jorhat,NOTA,None of the Above,12569,1.19,Lost
Assam,Kaliabor,Gaurav Gogoi,Indian National Congress,786092,55.18,Lost
Assam,Kaliabor,Moni Madhab Mahanta,Asom Gana Parishad,576098,40.44,Lost
Assam,Kaliabor,Abdul Aziz,National People's Party,9903,0.7,Lost
Assam,Kaliabor,Shree Diganta Kumar Saikia,Hindusthan Nirman Dal,5712,0.4,Lost
Assam,Kaliabor,Md. Hariqul Islam Bhuyan,Asom Jana Morcha,5270,0.37,Lost
Assam,Kaliabor,Sri Jiten Gogoi,Independent,18344,1.29,Lost
Assam,Kaliabor,Sri Bhaskar Sarmah,Independent,7355,0.52,Lost
Assam,Kaliabor,NOTA,None of the Above,15913,1.12,Lost
Assam,Karimganj,KRIPANATH MALLAH,Bharatiya Janata Party,473046,44.62,Lost
Assam,Karimganj,CHANDAN DAS,All India Trinamool Congress,4870,0.46,Lost
Assam,Karimganj,RADHESHYAM BISWAS,All India United Democratic Front,434657,41.0,Lost
Assam,Karimganj,SWARUP DAS,Indian National Congress,120452,11.36,Lost
Assam,Karimganj,AJOY KUMAR SARKAR,All India Forward Bloc,1538,0.15,Lost
Assam,Karimganj,NIKHIL RANJAN DAS,Hindusthan Nirman Dal,2519,0.24,Lost
