State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Uttar Pradesh,Kannauj,LALIT KUMARI,Independent,3267,0.27,Lost
Uttar Pradesh,Kannauj,SINOD KUMAR,Independent,1733,0.14,Lost
Uttar Pradesh,Kannauj,RAJ KATHERIA,Independent,1464,0.12,Lost
Uttar Pradesh,Kannauj,BHANU PRATAP SINGH DOHRE,Independent,1432,0.12,Lost
Uttar Pradesh,Kannauj,SHAILENDRA KUMAR,Bharatiya Kisan Parivartan Party,1151,0.09,Lost
Uttar Pradesh,Kannauj,YADVENDRA KISHOR,Independent,1062,0.09,Lost
Uttar Pradesh,Kannauj,SUBHASH CHANDRA,All India Forward Bloc,801,0.07,Lost
Uttar Pradesh,Kannauj,SUNIL,Bhartiya Shakti Chetna Party,739,0.06,Lost
Uttar Pradesh,Kannauj,PRAMOD KUMAR YADAV,Bhartiya Krishak Dal,560,0.05,Lost
Uttar Pradesh,Kannauj,PURUSHOTTAM TIWARI,Independent,543,0.04,Lost
Uttar Pradesh,Kannauj,IRFAN ALI,Independent,470,0.04,Lost
Uttar Pradesh,Kannauj,NOTA,None of the Above,4818,0.4,Lost
Uttar Pradesh,Kanpur,RAMESH AWASTHI,Bharatiya Janata Party,443055,49.93,Won
Uttar Pradesh,Kanpur,ALOK MISRA,Indian National Congress,422087,47.56,Lost
Uttar Pradesh,Kanpur,KULDEEP BHADAURIYA,Bahujan Samaj Party,12032,1.36,Lost
Uttar Pradesh,Kanpur,ASHOK PASWAN ADVOCATE,Sabhi Jan Party,1974,0.22,Lost
Uttar Pradesh,Kanpur,ALOK MISHRA,Independent,1198,0.14,Lost
Uttar Pradesh,Kanpur,MANOJ KUMAR,Independent,778,0.09,Lost
Uttar Pradesh,Kanpur,AJAY KUMAR MISHRA,Independent,672,0.08,Lost
Uttar Pradesh,Kanpur,PRASHAST DHEER,All India Forward Bloc,465,0.05,Lost
Uttar Pradesh,Kanpur,ARVIND KUMAR SRIVASTAVA,Independent,398,0.04,Lost
Uttar Pradesh,Kanpur,SANJAY SINGH,"Proutist Bloc, India",350,0.04,Lost
Uttar Pradesh,Kanpur,VALENDRA KATIYAR,Socialist Unity Centre Of India (COMMUNIST),270,0.03,Lost
Uttar Pradesh,Kanpur,NOTA,None of the Above,4117,0.46,Lost
Uttar Pradesh,Kaushambi,PUSHPENDRA SAROJ,Samajwadi Party,509787,50.51,Won
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,Bharatiya Janata Party,405843,40.21,Lost
Uttar Pradesh,Kaushambi,SHUBH NARAYAN,Bahujan Samaj Party,55858,5.53,Lost
Uttar Pradesh,Kaushambi,PUSHPENDRA KUMAR SAROJ,Independent,5184,0.51,Lost
Uttar Pradesh,Kaushambi,NARENDRA KUMAR,Apna Dal (Kamerawadi),5131,0.51,Lost
Uttar Pradesh,Kaushambi,SANJAY KUMAR,Independent,4634,0.46,Lost
Uttar Pradesh,Kaushambi,RAJENDRA SONKAR URF PANNA BHAIYA,Independent,3421,0.34,Lost
Uttar Pradesh,Kaushambi,PRADEEP KUMAR,Independent,2541,0.25,Lost
Uttar Pradesh,Kaushambi,RAMESHWAR PRASAD,Bhartiya Shakti Chetna Party,2013,0.2,Lost
Uttar Pradesh,Kaushambi,RAM ASREY,Manavtawadi Samaj Party,1950,0.19,Lost
Uttar Pradesh,Kaushambi,NOTA,None of the Above,12967,1.28,Lost
Uttar Pradesh,Kheri,UTKARSH VERMA  'MADHUR',Samajwadi Party,557365,45.94,Won
Uttar Pradesh,Kheri,AJAY KUMAR,Bharatiya Janata Party,523036,43.11,Lost
Uttar Pradesh,Kheri,ANSHAY KALRA,Bahujan Samaj Party,110460,9.1,Lost
Uttar Pradesh,Kheri,SANDHYA JAISWAL,Parivartan Samaj Party,3096,0.26,Lost
Uttar Pradesh,Kheri,SATENDRA KUMAR MAURYA,Independent,2982,0.25,Lost
Uttar Pradesh,Kheri,OM NATH SINGH,Rashtriya Shoshit Samaj Party,2300,0.19,Lost
Uttar Pradesh,Kheri,NARESH SINGH BHADAURIYA,Independent,2111,0.17,Lost
Uttar Pradesh,Kheri,MUKESH KUMAR  (BHARTI),Rashtriya Vikalp Party,1269,0.1,Lost
Uttar Pradesh,Kheri,KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,1019,0.08,Lost
Uttar Pradesh,Kheri,DARWARI URF  DARWARI LAL  CHAUHAN,Janta Kranti Party,936,0.08,Lost
Uttar Pradesh,Kheri,KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party,854,0.07,Lost
Uttar Pradesh,Kheri,NOTA,None of the Above,7931,0.65,Lost
Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBAY,Bharatiya Janata Party,516345,47.79,Won
Uttar Pradesh,Kushi Nagar,AJAY PRATAP SINGH URF PINTU SAITHWAR,Samajwadi Party,434555,40.22,Lost
Uttar Pradesh,Kushi Nagar,SUBH NARAYAN CHAUHAN,Bahujan Samaj Party,67208,6.22,Lost
Uttar Pradesh,Kushi Nagar,SWAMI PRASAD MAURYA,Rashtriya Shoshit Samaj Party,36575,3.39,Lost
Uttar Pradesh,Kushi Nagar,HARIKESH,Azad Adhikar Sena,4097,0.38,Lost
Uttar Pradesh,Kushi Nagar,RAMCHANDRA SINGH,Independent,3621,0.34,Lost
Uttar Pradesh,Kushi Nagar,SUNIL KUMAR SHUKLA,Bhartiya Lok Nayak Party,3532,0.33,Lost
Uttar Pradesh,Kushi Nagar,AMIY UPADHYAY,Independent,2433,0.23,Lost
Uttar Pradesh,Kushi Nagar,VEDPRAKASH MISHRA,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),2335,0.22,Lost
Uttar Pradesh,Kushi Nagar,NOTA,None of the Above,9782,0.91,Lost
Uttar Pradesh,Lalganj,DAROGA PRASAD SAROJ,Samajwadi Party,439959,43.85,Won
Uttar Pradesh,Lalganj,NEELAM SONKER,Bharatiya Janata Party,324936,32.38,Lost
Uttar Pradesh,Lalganj,INDU CHAUDHRI,Bahujan Samaj Party,210053,20.93,Lost
Uttar Pradesh,Lalganj,GANGADEEN,Communist Party of India,12271,1.22,Lost
Uttar Pradesh,Lalganj,BALINDAR,Janta Kranti Party (Rashtravadi),4158,0.41,Lost
Uttar Pradesh,Lalganj,SUSHMITA SAROJ,Independent,2626,0.26,Lost
Uttar Pradesh,Lalganj,RAM PYARE SHARAN VIJAITA,Independent,2341,0.23,Lost
Uttar Pradesh,Lalganj,NOTA,None of the Above,7094,0.71,Lost
Uttar Pradesh,Lucknow,RAJ NATH SINGH,Bharatiya Janata Party,612709,53.89,Won
Uttar Pradesh,Lucknow,RAVIDAS MEHROTRA,Samajwadi Party,477550,42,Lost
Uttar Pradesh,Lucknow,MOHAMMAD SARWAR MALIK,Bahujan Samaj Party,30192,2.66,Lost
Uttar Pradesh,Lucknow,MO AHMAD URF RINKU,Social Democratic Party Of India,3255,0.29,Lost
Uttar Pradesh,Lucknow,AKHAND PRATAP SINGH,Independent,1473,0.13,Lost
Uttar Pradesh,Lucknow,SARVAR ALI,Sarvar Party,1202,0.11,Lost
Uttar Pradesh,Lucknow,ISHTIYAQ ALI,Independent,934,0.08,Lost
Uttar Pradesh,Lucknow,KAPIL MOHAN CHOWDHARY,Mera Adhikaar Rashtriya Dal,817,0.07,Lost
Uttar Pradesh,Lucknow,GAURAV VERMA,Hindu Samaj Party,807,0.07,Lost
Uttar Pradesh,Lucknow,BRIJESH KUMAR YADAV,Kisan Vishwa Party,603,0.05,Lost
Uttar Pradesh,Lucknow,NOTA,None of the Above,7350,0.65,Lost
Uttar Pradesh,Machhlishahr,PRIYA SAROJ,Samajwadi Party,451292,42.57,Won
Uttar Pradesh,Machhlishahr,BHOLANATH (B.P. SAROJ),Bharatiya Janata Party,415442,39.19,Lost
Uttar Pradesh,Machhlishahr,KRIPA SHANKAR SAROJ,Bahujan Samaj Party,157291,14.84,Lost
Uttar Pradesh,Machhlishahr,SHRAVAN KUMAR,Independent,5807,0.55,Lost
Uttar Pradesh,Machhlishahr,URMILA,Samaj Parivartan Party,5303,0.5,Lost
Uttar Pradesh,Machhlishahr,SUBAS,Independent,3693,0.35,Lost
Uttar Pradesh,Machhlishahr,RANG BAHADUR,Independent,2718,0.26,Lost
Uttar Pradesh,Machhlishahr,BRIJESH KUMAR SAROJ,Prabuddhwadi Bahujan Morcha,2365,0.22,Lost
Uttar Pradesh,Machhlishahr,RAJENDRA PRASAD,Rashtra Uday Party,2067,0.19,Lost
Uttar Pradesh,Machhlishahr,RAM MILAN,Sardar Patel Siddhant Party,1716,0.16,Lost
Uttar Pradesh,Machhlishahr,KAMLESH,Azad Samaj Party,1702,0.16,Lost
Uttar Pradesh,Machhlishahr,BRIJESH KUMAR,Prithviraj Janshakti Party,1364,0.13,Lost
Uttar Pradesh,Machhlishahr,NOTA,None of the Above,9303,0.88,Lost
Uttar Pradesh,Maharajganj,PANKAJ CHAUDHARY,Bharatiya Janata Party,591310,48.85,Won
Uttar Pradesh,Maharajganj,VIRENDRA CHAUDHARY,Indian National Congress,555859,45.92,Lost
Uttar Pradesh,Maharajganj,MO MAUSME ALAM,Bahujan Samaj Party,32955,2.72,Lost
Uttar Pradesh,Maharajganj,BRIJESH,Abhay Samaj Party,8583,0.71,Lost
Uttar Pradesh,Maharajganj,CHHEDI MAJDOOR,Independent,3834,0.32,Lost
Uttar Pradesh,Maharajganj,RAMPRIT,Independent,3029,0.25,Lost
Uttar Pradesh,Maharajganj,SUNIL,Independent,2718,0.22,Lost
Uttar Pradesh,Maharajganj,VINOD KUMAR PATEL,Sardar Patel Siddhant Party,2418,0.2,Lost
Uttar Pradesh,Maharajganj,NOTA,None of the Above,9745,0.81,Lost
Uttar Pradesh,Mainpuri,DIMPLE YADAV,Samajwadi Party,598526,56.79,Won
Uttar Pradesh,Mainpuri,JAYVEER SINGH,Bharatiya Janata Party,376887,35.76,Lost
Uttar Pradesh,Mainpuri,SHIV PRASAD YADAV,Bahujan Samaj Party,66814,6.34,Lost
Uttar Pradesh,Mainpuri,SURESH CHANDRA,Independent,2374,0.23,Lost
Uttar Pradesh,Mainpuri,NAND RAM BAGRI,Voters Party  International,1769,0.17,Lost
Uttar Pradesh,Mainpuri,MANJU PAL,Bhartiya Shakti Chetna Party,1171,0.11,Lost
Uttar Pradesh,Mainpuri,PRAMOD KUMAR,Independent,1006,0.1,Lost
Uttar Pradesh,Mainpuri,SUNIL KUMAR MISHRA,Sarva Samaj Janata Party,882,0.08,Lost
Uttar Pradesh,Mainpuri,NOTA,None of the Above,4582,0.43,Lost
Uttar Pradesh,Mathura,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,510064,53.3,Won
Uttar Pradesh,Mathura,MUKESH DHANGAR,Indian National Congress,216657,22.64,Lost
Uttar Pradesh,Mathura,SURESH SINGH,Bahujan Samaj Party,188417,19.69,Lost
Uttar Pradesh,Mathura,BHANU PRATAP SINGH,Independent,15665,1.64,Lost
Uttar Pradesh,Mathura,RAKESH KUMAR,Independent,4494,0.47,Lost
Uttar Pradesh,Mathura,JAGDISH PRASAD KAUSHIK ADVOCATE,Rashtriya Samta Vikas Party,3575,0.37,Lost
Uttar Pradesh,Mathura,RAVI VERMA,Independent,2724,0.28,Lost
Uttar Pradesh,Mathura,SHIKHA SHARMA,Independent,2251,0.24,Lost
Uttar Pradesh,Mathura,KAMAL KANT SHARMA,Independent,1503,0.16,Lost
Uttar Pradesh,Mathura,YOGESH KUMAR TALAN,Independent,1493,0.16,Lost
Uttar Pradesh,Mathura,MONI FALHARI BAPU,Independent,1326,0.14,Lost
Uttar Pradesh,Mathura,KSHETRA PAL SINGH,Independent,1211,0.13,Lost
Uttar Pradesh,Mathura,DR. RASHMI YADAV,Independent,1189,0.12,Lost
Uttar Pradesh,Mathura,PRAVESHANAND PURI,Independent,1085,0.11,Lost
Uttar Pradesh,Mathura,SURESH CHANDRA VAGHEL,Rashtriya Shoshit Samaj Party,829,0.09,Lost
Uttar Pradesh,Mathura,NOTA,None of the Above,4563,0.48,Lost
Uttar Pradesh,Meerut,ARUN GOVIL,Bharatiya Janata Party,546469,46.21,Won
Uttar Pradesh,Meerut,SUNITA VERMA,Samajwadi Party,535884,45.32,Lost
Uttar Pradesh,Meerut,DEVVRAT KUMAR TYAGI,Bahujan Samaj Party,87025,7.36,Lost
Uttar Pradesh,Meerut,BHUPENDRA PAL URF BHUPPI BHAI,Rashtriya Shoshit Samaj Party,2626,0.22,Lost
Uttar Pradesh,Meerut,HAJI  AFZAL,Sabse Achchhi Party,2029,0.17,Lost
Uttar Pradesh,Meerut,ABID HUSAIN,Social Democratic Party Of India,1922,0.16,Lost
Uttar Pradesh,Meerut,LIYAKAT,Majloom Samaj Party,894,0.08,Lost
Uttar Pradesh,Meerut,DR HIMANSHU BHATNAGAR,Jai Hind National Party,854,0.07,Lost
Uttar Pradesh,Meerut,NOTA,None of the Above,4776,0.4,Lost
Uttar Pradesh,Mirzapur,ANUPRIYA PATEL,Apna Dal (Soneylal),471631,42.67,Won
Uttar Pradesh,Mirzapur,RAMESH CHAND BIND,Samajwadi Party,433821,39.25,Lost
Uttar Pradesh,Mirzapur,MANISH KUMAR,Bahujan Samaj Party,144446,13.07,Lost
Uttar Pradesh,Mirzapur,RAJESH,Independent,10936,0.99,Lost
Uttar Pradesh,Mirzapur,LAL JI VERMA,Independent,6359,0.58,Lost
Uttar Pradesh,Mirzapur,ANIL KUMAR,Eklavya Samaj Party,6171,0.56,Lost
Uttar Pradesh,Mirzapur,DAULAT SINGH,Apna Dal (Kamerawadi),5235,0.47,Lost
Uttar Pradesh,Mirzapur,RAMDHANI,Rashtriya Samaj Paksha,4915,0.44,Lost
Uttar Pradesh,Mirzapur,SAMEER SINGH,All India Forward Bloc,3487,0.32,Lost
Uttar Pradesh,Mirzapur,SATYADEV,Purvanchal Mahapanchayat,3355,0.3,Lost
Uttar Pradesh,Mirzapur,NOTA,None of the Above,15049,1.36,Lost
Uttar Pradesh,Misrikh,ASHOK KUMAR RAWAT,Bharatiya Janata Party,475016,45.15,Won
Uttar Pradesh,Misrikh,SANGITA RAJVANSHI,Samajwadi Party,441610,41.98,Lost
Uttar Pradesh,Misrikh,B R AHIRWAR,Bahujan Samaj Party,111945,10.64,Lost
Uttar Pradesh,Misrikh,RAMPAL,Independent,3978,0.38,Lost
Uttar Pradesh,Misrikh,LALIT KUMAR,Bhartiya Shakti Chetna Party,3815,0.36,Lost
Uttar Pradesh,Misrikh,Neelam Singh,Independent,2905,0.28,Lost
Uttar Pradesh,Misrikh,VANDNA  VERMA,Naari Nar Rakshak Party,1912,0.18,Lost
Uttar Pradesh,Misrikh,AVDHESH,Independent,1423,0.14,Lost
Uttar Pradesh,Misrikh,SAVITRI DEVI,Rashtriya Janshakti Samaj Party,1350,0.13,Lost
Uttar Pradesh,Misrikh,NOTA,None of the Above,8029,0.76,Lost
Uttar Pradesh,Mohanlalganj,R.K. CHAUDHARY,Samajwadi Party,667869,48.49,Won
Uttar Pradesh,Mohanlalganj,KAUSHAL KISHORE,Bharatiya Janata Party,597577,43.38,Lost
Uttar Pradesh,Mohanlalganj,RAJESH KUMAR,Bahujan Samaj Party,88461,6.42,Lost
Uttar Pradesh,Mohanlalganj,MAHENDRA,Independent,2661,0.19,Lost
Uttar Pradesh,Mohanlalganj,SUSHIL KUMAR,Independent,2627,0.19,Lost
Uttar Pradesh,Mohanlalganj,RAMESH KUMAR,Independent,1841,0.13,Lost
Uttar Pradesh,Mohanlalganj,SUNITA CHHEDA PASI,Aam Janta Party (India),1749,0.13,Lost
Uttar Pradesh,Mohanlalganj,S. L.SINGH,Peoples Party of India (Democratic),1717,0.12,Lost
Uttar Pradesh,Mohanlalganj,BRIJESH KUMAR VIKRAM,Rashtriya Samaj Paksha,1655,0.12,Lost
Uttar Pradesh,Mohanlalganj,JITENDRA KUMAR,Independent,1414,0.1,Lost
Uttar Pradesh,Mohanlalganj,SURAJ KUMAR,Sardar Patel Siddhant Party,1015,0.07,Lost
Uttar Pradesh,Mohanlalganj,NOTA,None of the Above,8866,0.64,Lost
Uttar Pradesh,Moradabad,RUCHI VIRA,Samajwadi Party,637363,49.67,Won
Uttar Pradesh,Moradabad,KUNWAR SARVESH KUMAR,Bharatiya Janata Party,531601,41.43,Lost
Uttar Pradesh,Moradabad,MO IRFAN,Bahujan Samaj Party,92313,7.19,Lost
Uttar Pradesh,Moradabad,AJAY YADAV,Apna Haq Party,4094,0.32,Lost
Uttar Pradesh,Moradabad,MUSHARRAT HUSAIN,Independent,2583,0.2,Lost
Uttar Pradesh,Moradabad,SADHNA SINGH,Independent,2296,0.18,Lost
Uttar Pradesh,Moradabad,MOHD JAMSHED,Independent,1719,0.13,Lost
Uttar Pradesh,Moradabad,ONKAR SINGH,Bharatiya Bahujan Samta Party,1459,0.11,Lost
Uttar Pradesh,Moradabad,SHAKIL AHMED,Samata Party,1356,0.11,Lost
Uttar Pradesh,Moradabad,HAR KISHORE SINGH,Socialist Unity Centre Of India (COMMUNIST),940,0.07,Lost
Uttar Pradesh,Moradabad,AMARJEET SINGH JATAV,Independent,952,0.07,Lost
Uttar Pradesh,Moradabad,GANGARAM SHARMA,Rashtriya Congress(J) Party,685,0.05,Lost
Uttar Pradesh,Moradabad,NOTA,None of the Above,5824,0.45,Lost
Uttar Pradesh,Muzaffarnagar,HARENDRA SINGH MALIK,Samajwadi Party,470721,43.64,Won
Uttar Pradesh,Muzaffarnagar,SANJEEV KUMAR BALYAN,Bharatiya Janata Party,446049,41.35,Lost
Uttar Pradesh,Muzaffarnagar,DARA SINGH PRAJAPATI,Bahujan Samaj Party,143707,13.32,Lost
Uttar Pradesh,Muzaffarnagar,SUNIL TYAGI,Independent,7167,0.66,Lost
Uttar Pradesh,Muzaffarnagar,KAVITA,Rashtrawadi Janlok Party (Satya),2000,0.19,Lost
Uttar Pradesh,Muzaffarnagar,SHASHIKANT SHAMAR,Independent,1431,0.13,Lost
Uttar Pradesh,Muzaffarnagar,BIRBAL SINGH,Vishal Janta Party,1421,0.13,Lost
Uttar Pradesh,Muzaffarnagar,NEEL KUMAR,Jai Samta Party,861,0.08,Lost
Uttar Pradesh,Muzaffarnagar,RESHU SHARMA,Independent,684,0.06,Lost
Uttar Pradesh,Muzaffarnagar,ANKUR,Independent,372,0.03,Lost
Uttar Pradesh,Muzaffarnagar,MANUJ VERMA,Independent,340,0.03,Lost
Uttar Pradesh,Muzaffarnagar,NOTA,None of the Above,3916,0.36,Lost
Uttar Pradesh,Nagina,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),512552,51.19,Won
Uttar Pradesh,Nagina,OM KUMAR,Bharatiya Janata Party,361079,36.06,Lost
Uttar Pradesh,Nagina,MANOJ KUMAR,Samajwadi Party,102374,10.22,Lost
Uttar Pradesh,Nagina,SURENDRA PAL SINGH,Bahujan Samaj Party,13272,1.33,Lost
Uttar Pradesh,Nagina,JOGENDRA,Independent,4518,0.45,Lost
Uttar Pradesh,Nagina,SANJEEV KUMAR,Independent,2201,0.22,Lost
Uttar Pradesh,Nagina,NOTA,None of the Above,5307,0.53,Lost
Uttar Pradesh,Phulpur,PRAVEEN PATEL,Bharatiya Janata Party,452600,44.6,Won
Uttar Pradesh,Phulpur,AMAR NATH SINGH MAURYA,Samajwadi Party,448268,44.17,Lost
Uttar Pradesh,Phulpur,JAGANNATH PAL,Bahujan Samaj Party,82586,8.14,Lost
Uttar Pradesh,Phulpur,MAHIMA PATEL,Apna Dal (Kamerawadi),4162,0.41,Lost
Uttar Pradesh,Phulpur,JILA JEET BHARTIY,Bahujan Awam Party,3299,0.33,Lost
Uttar Pradesh,Phulpur,SUNIL KUMAR PRAJAPATI,Bhagidari Party(P),3047,0.3,Lost
Uttar Pradesh,Phulpur,ENGG YOGESH KUSHWAHA,Pragatisheel Samaj Party,2771,0.27,Lost
Uttar Pradesh,Phulpur,AKHILESH TRIPATHI,Independent,2298,0.23,Lost
Uttar Pradesh,Phulpur,NAFIS AHAMAD,Independent,2147,0.21,Lost
Uttar Pradesh,Phulpur,DR NEERAJ,Independent,1710,0.17,Lost
Uttar Pradesh,Phulpur,SANJEEV KUMAR MISHRA,Yuva Vikas Party,1679,0.17,Lost
Uttar Pradesh,Phulpur,MUSHIR AHMAD SIDDIQUI,Peoples Party of India (Democratic),1506,0.15,Lost
Uttar Pradesh,Phulpur,SANGEETA YADAV,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1291,0.13,Lost
Uttar Pradesh,Phulpur,LALA RAM SAROJ,Prabuddhwadi Bahujan Morcha,1052,0.1,Lost
Uttar Pradesh,Phulpur,PRAMOD BHAI PATEL URF P K,Sardar Patel Siddhant Party,948,0.09,Lost
Uttar Pradesh,Phulpur,NOTA,None of the Above,5460,0.54,Lost
Uttar Pradesh,Pilibhit,JITIN PRASADA,Bharatiya Janata Party,607158,52.3,Won
Uttar Pradesh,Pilibhit,BHAGWAT SARAN GANGWAR,Samajwadi Party,442223,38.09,Lost
Uttar Pradesh,Pilibhit,ANIS AHMED KHAN (PHOOL BABU),Bahujan Samaj Party,89697,7.73,Lost
Uttar Pradesh,Pilibhit,RAJEEV KUMAR SAXENA,Bhartiya Krishak Dal,3809,0.33,Lost
Uttar Pradesh,Pilibhit,SUSHIL KUMAR SHUKLA,Independent,2727,0.23,Lost
Uttar Pradesh,Pilibhit,MOHMMAD SHAHID HUSAIN,Independent,1846,0.16,Lost
Uttar Pradesh,Pilibhit,ASHISH KUMAR,Independent,1850,0.16,Lost
Uttar Pradesh,Pilibhit,ADARSH PANDEY,Independent,1726,0.15,Lost
Uttar Pradesh,Pilibhit,SANJAY KUMAR BHARTI,Rashtriya Samaj Dal (R),1631,0.14,Lost
Uttar Pradesh,Pilibhit,PRAMOD BHAI PATEL ALIAS P.K.,Independent,1539,0.13,Lost
Uttar Pradesh,Pilibhit,NOTA,None of the Above,6741,0.58,Lost
Uttar Pradesh,Pratapgarh,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party,441932,46.65,Won
Uttar Pradesh,Pratapgarh,SANGAM LAL GUPTA,Bharatiya Janata Party,375726,39.66,Lost
Uttar Pradesh,Pratapgarh,PRATHMESH MISHRA 'SENANI',Bahujan Samaj Party,80144,8.46,Lost
Uttar Pradesh,Pratapgarh,SANDEEP SINGH,National Jan Dal,5286,0.56,Lost
Uttar Pradesh,Pratapgarh,ARUN KUMAR PANDEY,Hindustan Samaj Party,4991,0.53,Lost
Uttar Pradesh,Pratapgarh,SHIV RAM SHARMA,Moulik Adhikar Party,4711,0.5,Lost
Uttar Pradesh,Pratapgarh,AMAR SINGH,Independent,4138,0.44,Lost
Uttar Pradesh,Pratapgarh,SUNIL CHANDRA PAL,Rashtra Uday Party,3340,0.35,Lost
Uttar Pradesh,Pratapgarh,AJEET PRATAP,Independent,2581,0.27,Lost
Uttar Pradesh,Pratapgarh,VIJAY SINGH,Sanatan Sanskriti Raksha Dal,2459,0.26,Lost
Uttar Pradesh,Pratapgarh,RISHI PATEL,Apna Dal (Kamerawadi),2429,0.26,Lost
Uttar Pradesh,Pratapgarh,MAHESH KUMAR PRAJAPATI,Samajhdar Party,1964,0.21,Lost
Uttar Pradesh,Pratapgarh,DHANANJAY,Independent,1623,0.17,Lost
Uttar Pradesh,Pratapgarh,GEETA DEVI,Bhartiya Lokmat Rashtrwadi Party,1594,0.17,Lost
Uttar Pradesh,Pratapgarh,RAMSIDDH YADAV URF R.S.YADAV,Manavtawadi Samaj Party,1327,0.14,Lost
Uttar Pradesh,Pratapgarh,SUNIL KUMAR MISHRA,Independent,1136,0.12,Lost
Uttar Pradesh,Pratapgarh,SHANKAR SUMAN TIVARI,Independent,1129,0.12,Lost
Uttar Pradesh,Pratapgarh,DURGESH KUMAR,Rastriya Atal Janta Party,1116,0.12,Lost
Uttar Pradesh,Pratapgarh,RAM KUMAR YADAV,Socialist Unity Centre Of India (COMMUNIST),1071,0.11,Lost
Uttar Pradesh,Pratapgarh,SHIV PAL PATEL,Independent,1030,0.11,Lost
Uttar Pradesh,Pratapgarh,DHARMENDRA TIWARI,Log Party,993,0.1,Lost
Uttar Pradesh,Pratapgarh,JOKHU PATEL,Sardar Patel Siddhant Party,971,0.1,Lost
Uttar Pradesh,Pratapgarh,SHRAWAN KUMAR TRIPATHI,Independent,851,0.09,Lost
Uttar Pradesh,Pratapgarh,DHYAN SINGH,Independent,678,0.07,Lost
Uttar Pradesh,Pratapgarh,PRAMOD KUMAR,Independent,674,0.07,Lost
Uttar Pradesh,Pratapgarh,MOHRAM ALI,Independent,503,0.05,Lost
Uttar Pradesh,Pratapgarh,NOTA,None of the Above,2891,0.31,Lost
Uttar Pradesh,Rae Bareli,RAHUL GANDHI,Indian National Congress,687649,66.17,Won
Uttar Pradesh,Rae Bareli,DINESH PRATAP SINGH,Bharatiya Janata Party,297619,28.64,Lost
Uttar Pradesh,Rae Bareli,THAKUR PRASAD YADAV,Bahujan Samaj Party,21624,02.08,Lost
Uttar Pradesh,Rae Bareli,DILEEP SINGH,Akhil Bhartiya Apna Dal,8678,0.84,Lost
Uttar Pradesh,Rae Bareli,HORILAL,Independent,5399,0.52,Lost
Uttar Pradesh,Rae Bareli,SUDARSHAN RAM,Bhartiya Panchsheel Party,4345,0.42,Lost
Uttar Pradesh,Rae Bareli,HIND ROHITASH,Manavtawadi Samaj Party,3859,0.37,Lost
Uttar Pradesh,Rae Bareli,MO MOBIN,Apna Dal (Kamerawadi),2174,0.21,Lost
Uttar Pradesh,Rae Bareli,NOTA,None of the Above,7872,0.76,Lost
Uttar Pradesh,Rampur,MOHIBBULLAH,Samajwadi Party,481503,49.74,Won
Uttar Pradesh,Rampur,GHANSHYAM SINGH LODHI,Bharatiya Janata Party,394069,40.71,Lost
Uttar Pradesh,Rampur,ZEESHAN KHAN,Bahujan Samaj Party,79692,8.23,Lost
Uttar Pradesh,Rampur,ARSHAD WARSI,Minorities Democratic Party,2927,0.3,Lost
Uttar Pradesh,Rampur,MEHMOOD PRACHA,Independent,2759,0.28,Lost
Uttar Pradesh,Rampur,SHIV PRASAD,Independent,1476,0.15,Lost
Uttar Pradesh,Rampur,NOTA,None of the Above,5653,0.58,Lost
Uttar Pradesh,Robertsganj,CHHOTELAL,Samajwadi Party,465848,46.14,Won
Uttar Pradesh,Robertsganj,RINKI SINGH,Apna Dal (Soneylal),336614,33.34,Lost
Uttar Pradesh,Robertsganj,DHANESHWAR,Bahujan Samaj Party,118778,11.77,Lost
Uttar Pradesh,Robertsganj,ASHOK KUMAR KANNAUJIYA,Communist Party of India,23852,2.36,Lost
Uttar Pradesh,Robertsganj,SUBHAGI,Janhit Sankalp Party,8194,0.81,Lost
Uttar Pradesh,Robertsganj,ARVIND KUMAR BHARTI,Rashtriya Samanta Dal,7592,0.75,Lost
Uttar Pradesh,Robertsganj,SUKALU,Independent,6712,0.66,Lost
Uttar Pradesh,Robertsganj,SHIVPUJAN,Rashtriya Samaj Paksha,6444,0.64,Lost
Uttar Pradesh,Robertsganj,SONU NIGAM,Independent,6144,0.61,Lost
Uttar Pradesh,Robertsganj,CHANDRIKA PRASAD,Janta Kranti Party (Rashtravadi),3741,0.37,Lost
Uttar Pradesh,Robertsganj,PRABHUDAYAL,Rashtriya Samaj Dal (R),3471,0.34,Lost
Uttar Pradesh,Robertsganj,RAM SHIROMANI,Sardar Patel Siddhant Party,3123,0.31,Lost
Uttar Pradesh,Robertsganj,NOTA,None of the Above,19032,1.89,Lost
Uttar Pradesh,Saharanpur,IMRAN MASOOD,Indian National Congress,547967,44.57,Won
Uttar Pradesh,Saharanpur,RAGHAV LAKHANPAL,Bharatiya Janata Party,483425,39.32,Lost
